formal_name,gsid,year,month,day,day_hour,hourly_avg
Kathmandu Airport,366,2015,1,19,16,7.4875
Kathmandu Airport,366,2015,1,19,17,6.8325
Kathmandu Airport,366,2015,1,19,18,6.63
Kathmandu Airport,366,2015,1,19,19,5.6025
Kathmandu Airport,366,2015,1,19,20,5.1775
Kathmandu Airport,366,2015,1,19,21,4.495
Kathmandu Airport,366,2015,1,19,22,3.9325
Kathmandu Airport,366,2015,1,19,23,3.64
Kathmandu Airport,366,2015,1,20,0,3.51
Kathmandu Airport,366,2015,1,20,1,3.1325
Kathmandu Airport,366,2015,1,20,2,3.9925
Kathmandu Airport,366,2015,1,20,3,7.82
Kathmandu Airport,366,2015,1,20,4,11.595
Kathmandu Airport,366,2015,1,20,5,15.6975
Kathmandu Airport,366,2015,1,20,6,17.775
Kathmandu Airport,366,2015,1,20,7,19.035
Kathmandu Airport,366,2015,1,20,8,19.6025
Kathmandu Airport,366,2015,1,20,9,19.295
Kathmandu Airport,366,2015,1,20,10,17.615
Kathmandu Airport,366,2015,1,20,11,14.5225
Kathmandu Airport,366,2015,1,20,12,12.2875
Kathmandu Airport,366,2015,1,20,13,11.4775
Kathmandu Airport,366,2015,1,20,14,10.0375
Kathmandu Airport,366,2015,1,20,15,8.8325
Kathmandu Airport,366,2015,1,20,16,7.6875
Kathmandu Airport,366,2015,1,20,17,6.825
Kathmandu Airport,366,2015,1,20,18,6.3325
Kathmandu Airport,366,2015,1,20,19,5.7375
Kathmandu Airport,366,2015,1,20,20,5.0225
Kathmandu Airport,366,2015,1,20,21,4.7775
Kathmandu Airport,366,2015,1,20,22,4.345
Kathmandu Airport,366,2015,1,20,23,3.98
Kathmandu Airport,366,2015,1,21,0,3.58
Kathmandu Airport,366,2015,1,21,1,3.4125
Kathmandu Airport,366,2015,1,21,2,4.3975
Kathmandu Airport,366,2015,1,21,3,7.97
Kathmandu Airport,366,2015,1,21,4,12.7625
Kathmandu Airport,366,2015,1,21,5,15.765
Kathmandu Airport,366,2015,1,21,6,18.805
Kathmandu Airport,366,2015,1,21,7,19.58
Kathmandu Airport,366,2015,1,21,8,20.6
Kathmandu Airport,366,2015,1,21,9,20.27
Kathmandu Airport,366,2015,1,21,10,18.1725
Kathmandu Airport,366,2015,1,21,11,15.4875
Kathmandu Airport,366,2015,1,21,12,12.9825
Kathmandu Airport,366,2015,1,21,13,12.22
Kathmandu Airport,366,2015,1,21,14,10.9775
Kathmandu Airport,366,2015,1,21,15,9.93
Kathmandu Airport,366,2015,1,21,16,8.205
Kathmandu Airport,366,2015,1,21,17,7.46
Kathmandu Airport,366,2015,1,21,18,7.18
Kathmandu Airport,366,2015,1,21,19,6.5175
Kathmandu Airport,366,2015,1,21,20,6.0775
Kathmandu Airport,366,2015,1,21,21,5.515
Kathmandu Airport,366,2015,1,21,22,4.97
Kathmandu Airport,366,2015,1,21,23,4.59
Kathmandu Airport,366,2015,1,22,0,4.5975
Kathmandu Airport,366,2015,1,22,1,4.04
Kathmandu Airport,366,2015,1,22,2,5.1725
Kathmandu Airport,366,2015,1,22,3,8.6625
Kathmandu Airport,366,2015,1,22,4,13.165
Kathmandu Airport,366,2015,1,22,5,16.4425
Kathmandu Airport,366,2015,1,22,6,18.0725
Kathmandu Airport,366,2015,1,22,7,19.35
Kathmandu Airport,366,2015,1,22,8,19.67
Kathmandu Airport,366,2015,1,22,9,19.0975
Kathmandu Airport,366,2015,1,22,10,17.9375
Kathmandu Airport,366,2015,1,22,11,14.845
Kathmandu Airport,366,2015,1,22,12,13.0175
Kathmandu Airport,366,2015,1,22,13,12.185
Kathmandu Airport,366,2015,1,22,14,11.91
Kathmandu Airport,366,2015,1,22,15,11.6275
Kathmandu Airport,366,2015,1,22,16,10.945
Kathmandu Airport,366,2015,1,22,17,10.24
Kathmandu Airport,366,2015,1,22,18,10.495
Kathmandu Airport,366,2015,1,22,19,9.9425
Kathmandu Airport,366,2015,1,22,20,9.9525
Kathmandu Airport,366,2015,1,22,21,9.6975
Kathmandu Airport,366,2015,1,22,22,9.4875
Kathmandu Airport,366,2015,1,22,23,9.3225
Kathmandu Airport,366,2015,1,23,0,8.515
Kathmandu Airport,366,2015,1,23,1,8.195
Kathmandu Airport,366,2015,1,23,2,9.0825
Kathmandu Airport,366,2015,1,23,3,11.9425
Kathmandu Airport,366,2015,1,23,4,14.685
Kathmandu Airport,366,2015,1,23,5,16.5325
Kathmandu Airport,366,2015,1,23,6,17.6675
Kathmandu Airport,366,2015,1,23,7,18.9425
Kathmandu Airport,366,2015,1,23,8,19.31
Kathmandu Airport,366,2015,1,23,9,18.8275
Kathmandu Airport,366,2015,1,23,10,17.47
Kathmandu Airport,366,2015,1,23,11,15.5125
Kathmandu Airport,366,2015,1,23,12,13.2725
Kathmandu Airport,366,2015,1,23,13,12.095
Kathmandu Airport,366,2015,1,23,14,11.1
Kathmandu Airport,366,2015,1,23,15,10.1275
Kathmandu Airport,366,2015,1,23,16,9.185
Kathmandu Airport,366,2015,1,23,17,8.49
Kathmandu Airport,366,2015,1,23,18,7.4475
Kathmandu Airport,366,2015,1,23,19,7.2725
Kathmandu Airport,366,2015,1,23,20,6.4875
Kathmandu Airport,366,2015,1,23,21,6.0025
Kathmandu Airport,366,2015,1,23,22,5.6225
Kathmandu Airport,366,2015,1,23,23,5.2
Kathmandu Airport,366,2015,1,24,0,5.03
Kathmandu Airport,366,2015,1,24,1,4.415
Kathmandu Airport,366,2015,1,24,2,5.2925
